datetime,value_1,value_2,value_3
2022-06-16 11:15:00,1893.1199951172,129.60000610352,128
2022-06-16 11:30:00,1653.9200439453,124.30000305176,111
2022-06-16 11:45:00,1782.5600585938,111.30000305176,117
2022-06-16 12:00:00,1949.5999755859,98.5,114
2022-06-16 12:15:00,1963.3599853516,109.30000305176,96
2022-06-16 12:30:00,1946.2399902344,98.599998474121,112
2022-06-16 12:45:00,1942.5600585938,122.40000152588,110
2022-06-16 13:00:00,1928.3199462891,123.59999847412,115
2022-06-16 13:15:00,2005.7600097656,117.90000152588,119
2022-06-16 13:30:00,2024.3199462891,106.09999847412,109
2022-06-16 13:45:00,1871.6800537109,99.800003051758,114
2022-06-16 14:00:00,1719.3599853516,108.69999694824,113
2022-06-16 14:15:00,1843.1999511719,100.90000152588,96
2022-06-16 14:30:00,1926.0799560547,113.69999694824,110
2022-06-16 14:45:00,1892.9599609375,106.59999847412,112
2022-06-16 15:00:00,1865.1199951172,116,104
2022-06-16 15:15:00,1816.6400146484,115,117
2022-06-16 15:30:00,1876,106.59999847412,111
2022-06-16 15:45:00,1876.4799804688,106.90000152588,103
2022-06-16 16:00:00,1882.5600585938,106.5,113
2022-06-16 16:15:00,1772.4799804688,99.699996948242,110
2022-06-16 16:30:00,1829.9200439453,99.099998474121,95
2022-06-16 16:45:00,1752.9599609375,101.30000305176,106
2022-06-16 17:00:00,1802.2399902344,101.69999694824,95
2022-06-16 17:15:00,1760.9599609375,104.09999847412,106
2022-06-16 17:30:00,1772.8000488281,84,100
2022-06-16 17:45:00,1657.9200439453,87.699996948242,83
2022-06-16 18:00:00,1551.6800537109,83,91
2022-06-16 18:15:00,1792.9599609375,77.199996948242,84
2022-06-16 18:30:00,1693.2800292969,86.900001525879,83
2022-06-16 18:45:00,1704.9599609375,95.300003051758,93
2022-06-16 19:00:00,1755.1999511719,89.199996948242,86
2022-06-16 19:15:00,1704.6400146484,99.800003051758,96
2022-06-16 19:30:00,1611.3599853516,102,100
2022-06-16 19:45:00,1643.1999511719,88.099998474121,87
2022-06-16 20:00:00,1659.8399658203,95.199996948242,95
2022-06-16 20:15:00,1522.2399902344,94.400001525879,99
2022-06-16 20:30:00,1170.5600585938,83.199996948242,86
2022-06-16 20:45:00,1340.8000488281,64.400001525879,76
2022-06-16 21:00:00,1460.6400146484,80.900001525879,73
2022-06-16 21:15:00,1581.5999755859,85.599998474121,76
2022-06-16 21:30:00,1586.2399902344,79.300003051758,88
