Timestamp,Electricity Power (kW)
2023-08-23 10:00:00,1542.0799560547
2023-08-23 11:00:00,2040.1600341797
2023-08-23 12:00:00,1932.3199462891
2023-08-23 13:00:00,1965.1199951172
2023-08-23 14:00:00,1762.7199707031
2023-08-23 15:00:00,1895.0400390625
2023-08-23 16:00:00,1753.7600097656
2023-08-23 17:00:00,1843.6800537109
2023-08-23 18:00:00,1572.1600341797
2023-08-23 19:00:00,1685.7600097656
2023-08-23 20:00:00,1680.8000488281
2023-08-23 21:00:00,1611.0400390625
2023-08-23 22:00:00,1467.0400390625
2023-08-23 23:00:00,1498.5600585938
2023-08-24 00:00:00,789.11999511719
2023-08-24 01:00:00,720.0
2023-08-24 02:00:00,714.55999755859
2023-08-24 03:00:00,693.28002929688
2023-08-24 04:00:00,756.15997314453
2023-08-24 05:00:00,896.79998779297
2023-08-24 06:00:00,1444.4799804688
2023-08-24 07:00:00,1889.2800292969
2023-08-24 08:00:00,2008.6400146484
2023-08-24 09:00:00,1691.8399658203
2023-08-24 10:00:00,2043.8399658203
2023-08-24 11:00:00,2020.3199462891
2023-08-24 12:00:00,1953.1199951172
2023-08-24 13:00:00,1962.0799560547
2023-08-24 14:00:00,1644.3199462891
2023-08-24 15:00:00,1907.5200195312
2023-08-24 16:00:00,1794.0799560547
2023-08-24 17:00:00,1833.1199951172
2023-08-24 18:00:00,1693.9200439453
2023-08-24 19:00:00,1808.3199462891
2023-08-24 20:00:00,1610.8800048828
2023-08-24 21:00:00,1599.3599853516
2023-08-24 22:00:00,1489.1199951172
2023-08-24 23:00:00,1545.1199951172
2023-08-25 00:00:00,911.35998535156
2023-08-25 01:00:00,781.11999511719
2023-08-25 02:00:00,812.64001464844
2023-08-25 03:00:00,714.40002441406
2023-08-25 04:00:00,777.44000244141
2023-08-25 05:00:00,940.47998046875
2023-08-25 06:00:00,1496.1600341797
2023-08-25 07:00:00,1998.8800048828
2023-08-25 08:00:00,1909.7600097656
2023-08-25 09:00:00,1913.2800292969
2023-08-25 10:00:00,2040.1600341797
2023-08-25 11:00:00,1971.8399658203
2023-08-25 12:00:00,2052.8000488281
2023-08-25 13:00:00,2091.8400878906
2023-08-25 14:00:00,1702.8800048828
2023-08-25 15:00:00,1894.0799560547
2023-08-25 16:00:00,1900.1600341797
2023-08-25 17:00:00,1808.3199462891
2023-08-25 18:00:00,1598.2399902344
2023-08-25 19:00:00,1824.1600341797
2023-08-25 20:00:00,1792.4799804688
2023-08-25 21:00:00,1715.1999511719
2023-08-25 22:00:00,1608.0
2023-08-25 23:00:00,1609.5999755859
2023-08-26 00:00:00,800.96002197266
2023-08-26 01:00:00,621.76000976562
2023-08-26 02:00:00,584.96002197266
2023-08-26 03:00:00,611.67999267578
2023-08-26 04:00:00,571.52001953125
2023-08-26 05:00:00,661.76000976562
2023-08-26 06:00:00,648.32000732422
2023-08-26 07:00:00,610.40002441406
2023-08-26 08:00:00,572.15997314453
2023-08-26 09:00:00,614.23999023438
2023-08-26 10:00:00,581.59997558594
2023-08-26 11:00:00,582.55999755859
2023-08-26 12:00:00,632.15997314453
2023-08-26 13:00:00,560.96002197266
2023-08-26 14:00:00,529.76000976562
2023-08-26 15:00:00,550.08001708984
2023-08-26 16:00:00,504.64001464844
2023-08-26 17:00:00,533.59997558594
2023-08-26 18:00:00,585.76000976562
